-9.47	14.14
-4.36	-2.84
9.10	-27.19
-27.74	-5.11
0.10	13.03
1.11	25.11
-14.28	12.82
-2.00	-24.68
19.57	27.11
-20.55	6.06
14.16	3.79
14.63	-22.93
18.47	3.47
7.31	29.01
-6.89	-27.16
26.52	-13.25
-9.34	-23.36
-10.94	18.90
14.40	-1.43
-4.93	11.93
-5.54	-6.72
-18.98	19.35
25.20	7.97
15.93	29.57
12.81	8.80
25.38	22.80
0.48	15.98
-27.03	12.55
24.69	-16.45
-13.01	-17.03
26.96	-5.25
20.06	-19.82
14.24	1.73
-28.12	-5.10
19.62	-20.52
-19.58	-12.72
20.52	-9.00
15.10	-10.64
-15.09	2.84
21.00	-2.87
-10.10	18.12
4.93	-16.00
2.61	23.28
-21.70	-9.94
15.45	20.22
25.89	-19.90
-9.75	10.27
3.57	17.09
17.66	-25.71
-18.93	-2.33
12.20	14.89
20.32	-28.40
-0.48	-23.70
16.82	28.51
24.95	1.58
-19.83	-27.46
14.22	-26.74
1.71	-13.15
28.61	-27.82
-23.36	-19.48
-17.14	-10.40
12.39	-14.91
24.16	-15.35
-15.09	8.40
-25.86	-27.22
27.49	10.21
24.71	-5.54
-1.08	1.98
1.27	16.53
-16.59	13.82
-26.13	-2.04
-18.00	-0.90
3.61	-19.72
19.04	-19.73
24.37	12.19
19.34	-28.80
26.32	-11.22
19.88	26.47
11.26	10.81
-9.35	1.25
29.61	2.54
-12.38	29.00
-6.62	18.65
22.87	21.11
19.15	27.40
-23.08	0.31
16.27	27.06
-21.12	19.44
4.25	-24.73
-20.38	-11.69
-28.92	12.66
14.96	-8.82
-14.70	10.34
-20.72	15.14
14.94	-25.37
-29.36	3.63
-14.31	-3.43
17.60	-2.51
0.51	24.89
27.56	14.31
-23.08	-4.56
-17.87	-28.25
21.60	-9.46
25.94	0.18
-8.78	-20.97
4.44	5.69
9.17	-22.19
27.10	26.63
9.10	-5.89
-1.07	6.30
9.66	-22.49
21.91	-12.20
12.47	-24.41
15.42	-7.47
-8.67	11.61
29.64	-1.85
15.22	0.92
8.24	-6.03
-21.97	9.81
-13.94	-28.38
16.20	8.78
-2.18	15.36
5.58	17.30
29.90	8.68
14.24	3.38
-19.62	24.31
-21.98	-9.99
-23.55	-11.85
14.33	8.38
24.01	-26.84
17.61	17.12
-10.11	0.78
4.58	-12.63
8.53	-17.28
-1.68	-3.76
-25.57	7.29
-21.91	24.14
18.86	-18.61
13.73	-27.18
-12.79	5.05
-22.06	-10.66
10.41	-20.38
26.94	-20.74
-19.91	-2.94
7.23	-12.07
5.42	19.17
-6.02	-6.37
4.63	5.02
17.49	28.16
12.92	2.55
24.20	20.84
-3.32	7.40
29.86	18.98
-8.52	-3.85
15.18	8.64
-22.39	16.02
3.67	9.70
19.04	19.72
14.10	25.29
3.18	12.83
-26.62	18.41
-16.39	19.30
5.51	-4.42
27.97	19.78
-23.98	-23.82
-12.11	6.32
-1.25	4.47
19.42	12.56
-18.11	-25.52
-25.02	22.14
-26.52	-24.52
-5.61	9.32
-27.43	4.65
-29.66	-6.54
-0.86	28.86
-5.98	10.16
-6.21	21.36
-24.57	7.64
10.95	-10.45
10.64	-27.82
18.54	8.70
6.59	7.51
5.41	-0.30
-8.22	4.19
13.45	23.74
28.33	21.89
27.00	-0.97
-14.59	18.48
17.11	-28.32
-1.29	-21.51
1.27	23.25
22.45	-7.16
12.79	3.19
22.49	19.74
-3.81	27.45
-17.55	20.50
-27.86	0.54
10.75	-0.02
-29.52	-0.88
-1.70	15.78
9.85	-4.99
0.05	-19.93
-23.59	2.61
-5.73	19.98
-4.05	8.10
28.17	13.52
-4.57	0.46
11.18	13.12
10.04	27.72
23.37	27.48
9.26	29.11
-27.21	13.58
-17.61	-1.44
-12.82	8.24
7.05	10.92
-1.14	9.58
9.42	-18.77
-15.97	20.04
10.44	15.58
1.64	-24.82
18.65	11.24
-25.02	-3.94
-7.68	-28.38
13.54	-10.63
18.46	-25.69
-27.17	-26.98
24.10	5.07
26.44	22.17
10.35	13.53
-8.01	24.44
13.90	-27.27
27.16	-1.16
-20.85	11.26
20.90	-29.50
18.25	18.57
-26.06	29.36
8.31	-4.10
6.23	-25.09
-27.68	10.78
6.88	-11.82
26.78	15.33
-11.42	-1.24
-24.75	-9.18
-6.62	-1.87
13.76	-14.50
29.88	-4.42
-29.84	-15.85
19.96	-12.62
22.33	17.03
28.04	11.23
8.61	-6.96
-0.30	20.10
-29.46	10.73
-15.81	-20.97
-12.01	6.52
-2.61	-18.37
-12.84	4.17
-18.09	-23.72
2.44	-0.23
23.62	6.18
-20.68	-29.07
28.23	-27.20
-4.39	2.16
-26.15	-26.83
-2.74	-19.78
17.79	5.63
18.18	-15.65
-1.47	-8.10
-14.86	20.58
13.67	5.51
24.58	-20.73
21.42	-28.71
29.61	26.07
-14.40	-24.60
-29.04	-23.22
3.19	-11.41
-6.60	8.30
-19.69	-15.88
-12.42	15.31
-7.34	-9.26
27.94	16.78
-23.25	-14.65
29.35	23.32
28.60	28.15
-9.06	-0.49
3.01	19.92
10.00	-26.84
22.51	-28.54
-26.91	-0.64
12.63	-1.49
29.08	7.20
-15.77	18.17
-28.42	-5.57
-12.60	19.05
-16.58	-7.88
1.92	9.62
-15.13	9.09
-8.68	22.69
-6.26	-17.32
-26.99	27.18
-4.38	25.00
22.18	-7.93
28.92	2.73
7.24	-7.65
12.23	7.02
1.29	2.27
4.84	11.00
-22.29	-22.92
-12.51	-5.79
20.12	11.29
14.98	23.63
-21.45	3.92
-24.90	-29.49
-23.07	-28.88
-15.01	23.89
-3.63	-16.95
-15.61	-20.78
27.33	-0.13
-4.70	-17.33
-14.39	-24.99
2.37	24.70
4.68	-1.17
13.82	24.61
-1.77	8.08
-9.44	11.63
8.99	8.38
-0.40	12.88
15.15	16.85
-15.13	-24.50
18.96	11.30
8.34	-17.99
1.69	3.28
20.19	-5.26
-23.56	16.63
21.96	-7.76
-24.02	-27.54
8.62	7.32
-6.56	-3.41
14.05	22.01
24.64	-0.60
-5.86	-26.90
12.21	5.99
2.81	-15.64
5.34	-1.91
7.92	15.51
13.07	12.47
15.85	6.99
-23.94	-4.06
20.52	24.50
19.13	-25.28
-1.43	-7.19
-9.10	-4.92
0.77	3.02
20.59	-3.74
8.80	-5.17
26.30	-25.32
-1.88	-23.47
-25.11	-11.88
0.54	-9.61
18.61	10.70
-27.08	-1.82
-13.69	-11.89
18.17	-7.76
-21.03	-6.56
-15.90	-17.08
7.43	13.17
-7.75	-13.99
2.56	-24.25
-8.54	13.66
28.82	20.79
9.39	-27.18
16.28	-8.78
22.00	11.56
17.46	20.28
28.61	-2.65
16.96	-19.67
-27.90	-18.39
24.89	-1.98
24.06	-15.35
-8.37	26.61
19.73	20.96
-28.28	-16.97
-12.86	15.19
-9.65	-26.55
10.92	-7.06
-6.82	-11.39
9.36	-23.61
10.57	-16.97
-27.17	-27.84
4.63	-5.30
-23.47	-22.73
-29.54	-4.95
-26.32	-5.14
-17.03	6.94
6.41	-15.06
12.20	-18.28
15.54	24.85
-26.54	-0.83
9.34	-0.07
-2.45	-17.31
-27.59	-25.34
-18.33	-6.85
-8.32	4.34
18.33	6.01
18.07	15.65
21.19	29.55
-25.47	-15.35
12.14	8.81
27.73	12.09
27.63	-4.94
28.26	1.70
0.24	-25.46
17.20	-25.95
-15.66	-20.39
19.40	13.18
17.38	-20.38
6.80	5.41
-24.03	23.53
-15.76	0.87
24.53	28.72
-8.11	-24.46
28.83	-26.43
-23.94	-28.47
2.05	-23.99
27.49	-1.38
-3.80	-24.72
-2.13	6.39
-27.47	-15.58
-25.35	-6.40
-8.59	0.39
-29.06	17.85
27.86	-8.84
24.37	19.55
8.92	-21.81
9.07	-16.59
-22.45	15.02
-22.22	1.48
-6.43	3.57
-9.88	-2.66
26.08	22.59
19.97	8.50
-23.05	-10.49
-15.84	1.96
-26.79	-5.30
-7.45	24.25
-18.90	-18.55
-29.80	-27.45
22.78	-21.19
-1.43	-22.52
-11.27	-18.86
-4.64	0.89
-12.42	26.17
8.44	-21.50
28.46	-2.77
29.83	1.65
8.97	27.87
0.80	5.09
-28.30	-7.69
22.03	4.24
28.49	9.16
-7.44	24.81
-27.24	-15.53
16.13	3.90
-21.51	3.41
5.65	-6.68
3.71	1.97
6.21	6.72
-20.18	-5.36
9.09	28.95
5.95	27.61
8.96	-20.57
-5.44	25.26
-8.30	-19.89
-16.14	17.25
15.49	-24.02
4.53	25.24
27.12	-13.20
-26.57	-5.16
29.14	-15.49
-27.66	-28.55
-22.14	16.31
-15.44	20.02
-13.03	-8.82
5.55	-17.92
1.93	19.76
21.94	13.89
15.62	-14.23
-20.89	11.49
-27.60	17.93
26.55	-19.77
-5.86	6.11
-21.80	2.50
-19.67	3.01
-24.50	14.38
-27.36	20.10
28.31	26.49
11.71	18.47
13.09	6.35
1.29	17.46
-5.20	9.03
-21.11	14.09
3.84	28.72
10.66	-1.07
-26.48	17.08
-23.36	21.82
-12.88	29.28
-25.41	21.22
5.13	3.26
-11.60	-1.67
9.92	5.51
-18.65	-29.00
-21.36	-26.89
17.65	-5.75
-25.41	13.87
17.24	5.51
0.46	-10.59
29.84	0.83
25.19	-22.31
12.15	-26.57
-14.18	-15.39
-8.43	-6.95
8.19	27.30
-23.42	11.97
-3.58	-27.24
22.25	-18.73
2.05	-9.35
-6.16	28.84
18.09	-0.74
15.66	27.31
-4.34	-19.74
2.42	29.49
-2.21	-5.52
-9.24	-3.30
0.16	2.36
-22.43	9.08
8.42	13.84
-19.23	18.61
6.54	-15.05
-4.85	-26.31
-3.93	29.50
12.31	-20.43
15.29	10.20
4.38	-26.49
18.51	-8.68
6.35	15.50
-24.00	0.79
-8.83	-12.70
-23.68	-29.96
5.72	-4.37
-6.61	7.81
-3.14	-1.40
-29.32	-12.18
-9.45	16.48
11.72	-8.86
18.55	-23.70
-9.12	-26.58
16.49	-14.23
-2.40	19.17
-18.55	8.95
5.40	24.28
-16.11	-23.63
20.35	-9.19
26.12	-27.55
24.24	6.27
-22.81	14.98
-8.61	3.07
-8.78	-12.32
-2.97	20.66
17.24	9.29
-19.95	-5.30
-26.86	16.78
-12.51	-2.60
2.44	8.74
16.54	20.59
-20.53	-18.24
-24.52	-2.75
-9.85	-29.59
-26.88	-26.09
-23.57	5.88
20.91	12.90
-14.49	20.94
-2.16	-21.93
8.78	-28.52
16.29	9.55
21.69	8.43
9.83	-12.79
4.74	3.49
-14.49	-28.84
27.45	-28.38
-15.31	8.55
20.14	-8.16
-22.08	-7.82
-8.67	17.37
20.76	26.65
26.03	-13.06
